Key,Day,Enabled,Description,EventPhase,Data
SYZZ,0,true,,,59999
00A1,0,true,,,59999
GWZP,0,true,,,59999
AVYX,0,true,,,59999
TAXW,0,true,,,59999
UULX,0,true,,,59999
TRZP,0,true,,,59999
CKMQ,0,true,,,59999
KZTZ,0,true,,,59999
BBNV,0,true,,,66000
ZSJC,0,true,,,59999
RQNK,0,true,,,59999
BBNQ,0,true,,,59999
WPKZ,0,true,,,59999
EKWU,0,true,,,59999
HNTS,0,true,,,59999
HMBA,0,true,,,59999
LLTY,0,true,,,59999
QTUR,0,true,,,59999
AJBR,0,true,,,59999
SVCN,0,true,,,59999
SYZB,0,true,,,59999
LYNK,0,true,,,59999
SERJ,0,true,,,59999
SYZJ,0,true,,,59999
UULB,0,true,,,59999
UULA,0,true,,,59999
SERU,0,true,,,59999
SERS,0,true,,,59999
AAPV,0,true,,,59999
TZYR,0,true,,,8300
PDZE,0,true,,,59999
SYZP,0,true,,,59999
GCRR,0,true,,,59999
SYZN,0,true,,,59999
TWEH,0,true,,,59999
UTLS,0,true,,,59999
WYPX,0,true,,,59999
YLQH,0,true,,,59999
MLDL,0,true,,,59999
VPRF,0,true,,,59999
UTLN,0,true,,,59999
TZL4,0,true,,,7810
PQEM,0,true,,,59999
FMKT,0,true,,,59999
NJNF,0,true,,,59999
BSRL,0,true,,,59999
AKUU,0,true,,,59999
FVMT,0,true,,,59999
EDME,0,true,,,59999
XYNK,0,true,,,59999
NJNK,0,true,,,59999
JWTD,0,true,,,59999
RRRK,0,true,,,59999
LYAP,0,true,,,59999
MKAG,0,true,,,59999
FNLD,0,true,,,59999
UEND,0,true,,,59999
CAMK,0,true,,,59999
XUDT,0,true,,,59999
RGJW,0,true,,,59999
SBNB,0,true,,,59999
WMY2,0,true,,,59999
HQLL,0,true,,,59999
QCFA,0,true,,,59999
QHPF,0,true,,,47770
QHPB,0,true,,,10925
QHPD,0,true,,,18500
PPSH,0,true,,,59999
AZTG,0,true,,,59999
AZTE,0,true,,,59999
PPSC,0,true,,,59999
QCFF,0,true,,,59999
STRM,0,true,,,59999
CWGV,0,true,,,59999
RRQL,0,true,,,59999
USZV,0,true,,,59999
UZXJ,0,true,,,59999
HMGB,0,true,,,59999
PAXM,0,true,,,59999
XEXW,0,true,,,59999
NSQN,0,true,,,59999
FXSK,0,true,,,59999
LSGM,0,true,,,59999
WHAH,0,true,,,59999
RGNP,0,true,,,59999
NSAN,0,true,,,59999
TNVX,0,true,,,59999
MMGH,0,true,,,56250
TGWS,0,true,,,59999
GUYU,0,true,,,59999
UNAP,0,true,,,31133
FMLT,0,true,,,59999
LYRV,0,true,,,59999
AELU,0,true,,,59999
NNWH,0,true,,,59999
ABFL,0,true,,,94450
APRJ,0,true,,,59999
DDQW,0,true,,,59999
GGNJ,0,true,,,59999
TQKG,0,true,,,59999
DGGD,0,true,,,59999
QNPW,0,true,,,59999
CMXJ,0,true,,,59999
AJGX,0,true,,,59999
RELG,0,true,,,59999
ABXK,0,true,,,59999
XJCS,0,true,,,59999
TVXA,0,true,,,25600
EWFK,0,true,,,59999
VWCR,0,true,,,59999
JMCZ,0,true,,,59999
HJTL,0,true,,,59999
ADKH,0,true,,,23350
FGDB,0,true,,,59999
FAFL,0,true,,,59999
MDXB,0,true,,,59999
MLWY,0,true,,,59999
AVPV,0,true,,,59999
LYTM,0,true,,,59999
WPAU,0,true,,,59999
NYNF,0,true,,,59999
00XT,0,true,,,59999
MAAU,0,true,,,59999
AVPN,0,true,,,59999
VXTY,0,true,,,59999
WTJG,0,true,,,59999
NTUF,0,true,,,59999
SMXS,0,true,,,59999
ENCN,0,true,,,59999
ADLS,0,true,,,59999
GLZN,0,true,,,59999
EXGM,0,true,,,59999
AYER,0,true,,,59999
NTUH,0,true,,,59999
XRSP,0,true,,,59999
PYKG,0,true,,,59999
DPMD,0,true,,,59999
SBDZ,0,true,,,59999
ADNE,0,true,,,59999
RBXH,0,true,,,59999
XRVJ,0,true,,,59999
UTBR,0,true,,,59999
TQPB,0,true,,,59999
ZSAK,0,true,,,59999
SBEA,0,true,,,59999
TNZV,0,true,,,59999
JXKM,0,true,,,59999
PUCT,0,true,,,59999
MCYS,0,true,,,59999
PYKS,0,true,,,59999
RJHC,0,true,,,59999
FQZF,0,true,,,59999
UTBS,0,true,,,59999
STYW,0,true,,,59999
RQFF,0,true,,,59999
TVJD,0,true,,,99999
VSNF,0,true,,,59999
SBEQ,0,true,,,59999
TNZY,0,true,,,59999
VKNP,0,true,,,59999
FERR,0,true,,,59999
NLFL,0,true,,,59999
FGDD,0,true,,,11800
FUPD,0,true,,,59999
FGTW,0,true,,,59999
UTAC,0,true,,,59999
RCYT,0,true,,,59999
RULV,0,true,,,59999
RCYQ,0,true,,,59999
00IO,0,true,,,59999
APFD,0,true,,,59999
BBGP,0,true,,,59999
XVMN,0,true,,,59999
DKSD,0,true,,,59999
FNSH,0,true,,,59999
WUND,0,true,,,59999
